"X___1","PUMFID","PERSONID","AGEGP","SEX","MARST","PROV","IMMSTP","YRIMMGP","CMPHI","HLEV2G","CFID","CFSIZE","CFMJSI","CFATINC","CFEARNG","EFID","EFSIZE","EFATINC","HHSIZE","FWEIGHT","Province","region","sexe","statut_mat","niveau_educ"
52527,24747,2474701,14,1,1,35,6,6,1,4,"24747A01",2,2,101620,52500,"24747A",2,101620,2,1750.649,"Ontario","Ontario","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
52535,24751,2475103,10,2,1,48,6,6,1,2,"24751A01",3,2,161245,208250,"24751A",3,161245,3,70.2243,"Alberta","Ouest","Femme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
52536,24752,2475201,15,1,4,35,6,6,1,3,"24752A01",1,6,23920,0,"24752A",1,23920,1,545.2194,"Ontario","Ontario","Homme","Divorc<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
52553,24759,2475902,10,1,1,48,6,6,1,2,"24759A01",3,3,11665,-12000,"24759A",3,11665,4,1494.046,"Alberta","Ouest","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
52694,24817,2481703,3,1,96,24,6,6,6,6,"24817A01",3,2,94065,117000,"24817A",3,94065,3,382.6337,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Non applicable","Non applicable"
52697,24818,2481803,1,2,96,46,6,6,6,6,"24818A01",4,4,23475,0,"24818A",4,23475,4,163.6329,"Manitoba","Ouest","Femme","Non applicable","Non applicable"
52699,24819,2481901,8,1,2,24,1,3,2,1,"24819A01",3,2,66795,61000,"24819A",3,66795,3,1728.507,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Conjoint de fait","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
52730,24834,2483402,9,1,6,24,6,6,1,3,"24834B01",1,2,36440,44000,"24834B",1,36440,3,625.8869,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
52747,24844,2484401,16,2,1,35,6,6,2,3,"24844A01",2,6,67660,0,"24844A",2,67660,2,155.7209,"Ontario","Ontario","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
52751,24845,2484503,7,2,6,59,6,6,1,2,"24845C01",1,2,16600,16000,"24845C",1,16600,4,2201.595,"Colombie Britanique","Colombie Britanique","Femme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
52768,24851,2485104,1,1,96,46,6,6,6,6,"24851A01",4,2,125245,155000,"24851A",4,125245,4,135.2307,"Manitoba","Ouest","Homme","Non applicable","Non applicable"
52779,24856,2485601,7,2,1,47,6,6,1,4,"24856A01",4,2,135590,157500,"24856A",4,135590,4,161.1121,"Saskatchewan","Ouest","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
52798,24865,2486501,16,2,5,12,6,6,2,3,"24865A01",1,5,172500,0,"24865A",1,172500,1,312.2803,"Nouvelle-<U+00C9>cosse","Atlantique","Femme","Veuf","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
52866,24898,2489802,6,1,6,48,2,6,1,3,"24898A01",2,2,117175,144500,"24898A",2,117175,2,772.668,"Alberta","Ouest","Homme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
52878,24904,2490402,16,2,1,11,6,6,2,1,"24904A01",2,4,31025,0,"24904A",2,31025,2,89.2584,"Ile du prince Edouard","Atlantique","Femme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
52936,24926,2492601,16,1,1,10,6,6,2,1,"24926A01",2,4,40630,0,"24926A",2,40630,2,175.8976,"Terre-Neuve-et-Labrador","Atlantique","Homme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
53003,24947,2494701,14,1,1,48,6,6,1,4,"24947A01",2,2,102140,81900,"24947A",2,102140,2,592.9177,"Alberta","Ouest","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
53009,24951,2495101,14,2,3,10,6,6,2,1,"24951A01",1,4,11175,0,"24951A",1,11175,1,153.1192,"Terre-Neuve-et-Labrador","Atlantique","Femme","S<U+00E9>par<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
53053,24967,2496701,11,1,6,24,2,6,1,3,"24967A01",1,2,30505,34000,"24967A",1,30505,1,2080.851,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
53103,24993,2499304,2,2,96,24,6,6,6,6,"24993A01",4,2,88695,88800,"24993A",4,88695,4,1262.73,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Non applicable","Non applicable"
53121,25000,2500004,2,1,96,35,6,6,6,6,"25000A01",4,2,155135,197500,"25000A",4,155135,4,201.6748,"Ontario","Ontario","Homme","Non applicable","Non applicable"
53133,25007,2500701,14,1,99,11,6,6,1,3,"25007A01",1,4,13330,0,"25007A",3,93820,3,88.8738,"Ile du prince Edouard","Atlantique","Homme","Non r<U+00E9>ponse","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
53140,25010,2501001,12,2,1,24,6,6,1,4,"25010A01",2,2,77020,87000,"25010A",2,77020,2,1552.694,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
53144,25012,2501201,12,1,6,35,2,6,1,2,"25012A01",1,4,12125,0,"25012A",1,12125,1,1057.63,"Ontario","Ontario","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
53153,25015,2501502,9,1,1,59,6,6,1,3,"25015A01",4,2,84980,96000,"25015A",4,84980,4,440.6072,"Colombie Britanique","Colombie Britanique","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
53209,25036,2503601,14,1,1,11,6,6,2,3,"25036A01",3,2,59690,53000,"25036A",3,59690,3,143.4217,"Ile du prince Edouard","Atlantique","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
53226,25043,2504303,3,1,96,35,6,6,6,6,"25043A01",6,4,55350,6500,"25043A",6,55350,6,1880.671,"Ontario","Ontario","Homme","Non applicable","Non applicable"
53247,25052,2505202,14,2,1,13,6,6,2,1,"25052A01",2,2,64880,61000,"25052A",2,64880,2,137.3597,"Nouveau-Brunswick","Atlantique","Femme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
53250,25053,2505308,1,1,96,35,6,6,6,6,"25053A01",3,4,30580,9750,"25053A",3,30580,3,2167.894,"Ontario","Ontario","Homme","Non applicable","Non applicable"
53253,25054,2505403,5,2,6,13,6,6,1,3,"25054A01",4,2,115920,128000,"25054A",4,115920,4,162.9111,"Nouveau-Brunswick","Atlantique","Femme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
53261,25057,2505701,9,1,1,11,6,6,1,3,"25057A01",4,2,61865,72000,"25057A",4,61865,4,69.1221,"Ile du prince Edouard","Atlantique","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
53264,25057,2505704,2,2,96,11,6,6,6,6,"25057A01",4,2,61865,72000,"25057A",4,61865,4,69.1221,"Ile du prince Edouard","Atlantique","Femme","Non applicable","Non applicable"
53279,25066,2506601,15,2,1,35,6,6,2,1,"25066A01",2,6,54930,50,"25066A",2,54930,2,191.8701,"Ontario","Ontario","Femme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
53289,25070,2507001,15,2,1,24,2,6,2,1,"25070A01",2,4,36375,0,"25070A",2,36375,2,1531.735,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
53300,25075,2507502,15,1,1,59,2,6,1,3,"25075A01",2,6,64400,650,"25075A",2,64400,2,1369.006,"Colombie Britanique","Colombie Britanique","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
53317,25082,2508202,9,1,1,35,6,6,1,3,"25082A01",4,2,143915,144725,"25082A",4,143915,4,358.1471,"Ontario","Ontario","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
53336,25090,2509001,10,2,1,48,1,2,1,3,"25090A01",2,2,136660,167500,"25090A",2,136660,2,925.206,"Alberta","Ouest","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
53346,25093,2509303,1,2,96,47,6,6,6,6,"25093A01",6,2,108070,115000,"25093A",6,108070,6,234.8939,"Saskatchewan","Ouest","Femme","Non applicable","Non applicable"
53417,25124,2512401,16,2,5,35,6,6,1,3,"25124A01",1,4,21850,0,"25124A",1,21850,1,472.6643,"Ontario","Ontario","Femme","Veuf","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
53420,25126,2512602,7,1,6,12,6,6,1,2,"25126B01",1,4,12875,0,"25126B",1,12875,4,288.0798,"Nouvelle-<U+00C9>cosse","Atlantique","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
53443,25135,2513501,7,2,1,48,6,6,1,2,"25135A01",5,2,47550,25000,"25135A",5,47550,5,170.69,"Alberta","Ouest","Femme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
53450,25136,2513603,1,2,96,12,6,6,6,6,"25136A01",4,2,145125,177500,"25136A",4,145125,4,357.5866,"Nouvelle-<U+00C9>cosse","Atlantique","Femme","Non applicable","Non applicable"
53502,25160,2516003,3,1,96,24,6,6,6,6,"25160A01",4,2,156085,233200,"25160A",4,156085,4,337.8576,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Non applicable","Non applicable"
53521,25168,2516801,11,1,6,13,6,6,1,2,"25168A01",1,2,41210,45000,"25168A",1,41210,1,162.0381,"Nouveau-Brunswick","Atlantique","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
53621,25216,2521601,10,2,4,35,6,6,1,4,"25216A01",2,2,91510,105000,"25216A",2,91510,3,704.3327,"Ontario","Ontario","Femme","Divorc<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
53623,25216,2521603,10,1,99,35,6,6,1,3,"25216B01",1,2,54570,65000,"25216B",1,54570,3,704.3327,"Ontario","Ontario","Homme","Non r<U+00E9>ponse","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
53638,25223,2522301,10,2,6,13,6,6,1,4,"25223A01",1,4,2025,0,"25223A",1,2025,1,366.1283,"Nouveau-Brunswick","Atlantique","Femme","Jamais mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
53652,25230,2523002,16,1,1,24,6,6,1,2,"25230A01",2,2,65350,47500,"25230A",2,65350,2,93.7505,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
53653,25231,2523101,13,1,1,46,2,6,1,3,"25231A01",3,2,149210,154250,"25231A",3,149210,3,313.0348,"Manitoba","Ouest","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
53673,25239,2523903,9,1,6,35,6,6,1,2,"25239A01",3,2,91510,1e+05,"25239A",3,91510,3,249.8409,"Ontario","Ontario","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
53679,25242,2524202,7,2,1,12,6,6,1,4,"25242A01",3,2,66015,52000,"25242A",3,66015,3,182.0738,"Nouvelle-<U+00C9>cosse","Atlantique","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
53687,25246,2524602,9,2,1,35,2,6,1,3,"25246A01",2,2,156360,205000,"25246A",2,156360,2,1845.232,"Ontario","Ontario","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
53753,25269,2526901,10,1,1,46,2,6,1,4,"25269A01",3,2,109930,140000,"25269A",3,109930,3,109.0611,"Manitoba","Ouest","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
53759,25271,2527101,11,1,2,35,6,6,1,3,"25271A01",2,2,100005,121500,"25271A",2,100005,2,592.735,"Ontario","Ontario","Homme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
53772,25276,2527601,16,1,6,13,6,6,1,3,"25276A01",1,4,19575,0,"25276A",1,19575,1,140.7546,"Nouveau-Brunswick","Atlantique","Homme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
53781,25282,2528201,15,1,2,59,6,6,1,3,"25282A01",2,2,57535,63000,"25282A",2,57535,2,635.7947,"Colombie Britanique","Colombie Britanique","Homme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
53788,25285,2528502,10,2,2,35,6,6,1,4,"25285A01",4,2,210565,285000,"25285A",4,210565,4,145.3955,"Ontario","Ontario","Femme","Conjoint de fait","Dipl<U+00F4>me ou certificat universitaire"
53795,25288,2528802,13,2,1,35,6,6,1,3,"25288A01",3,6,171880,30000,"25288A",3,171880,3,169.9235,"Ontario","Ontario","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
53805,25292,2529202,12,2,1,13,6,6,1,4,"25292A01",2,2,158685,210000,"25292A",2,158685,2,211.6285,"Nouveau-Brunswick","Atlantique","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
53815,25297,2529702,13,1,6,59,2,6,2,1,"25297A02",1,2,15725,14500,"25297A",2,50660,2,1886.532,"Colombie Britanique","Colombie Britanique","Homme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
53826,25302,2530201,9,2,1,35,6,6,1,3,"25302A01",4,2,58925,57500,"25302A",4,58925,4,332.879,"Ontario","Ontario","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
53837,25306,2530601,8,2,6,35,2,6,9,9,"25306A01",3,4,24250,9250,"25306A",3,24250,3,281.2075,"Ontario","Ontario","Femme","Jamais mari<U+00E9>","Non r<U+00E9>ponse"
53862,25317,2531702,16,2,1,35,6,6,1,2,"25317A01",3,2,116170,85000,"25317A",3,116170,3,389.8493,"Ontario","Ontario","Femme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
53887,25326,2532601,8,2,1,46,1,2,1,3,"25326A01",3,2,51430,39750,"25326A",3,51430,3,219.593,"Manitoba","Ouest","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
53923,25339,2533905,2,2,96,46,6,6,6,6,"25339A01",5,5,112565,2400,"25339A",5,112565,5,205.0169,"Manitoba","Ouest","Femme","Non applicable","Non applicable"
53931,25342,2534203,1,2,96,35,6,6,6,6,"25342A01",6,2,76335,56750,"25342A",6,76335,6,640.7962,"Ontario","Ontario","Femme","Non applicable","Non applicable"
53950,25349,2534901,16,2,5,12,6,6,2,1,"25349A01",1,4,21075,0,"25349A",1,21075,1,159.2203,"Nouvelle-<U+00C9>cosse","Atlantique","Femme","Veuf","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
53965,25355,2535506,2,1,96,35,6,6,6,6,"25355A01",6,4,36925,13775,"25355A",6,36925,6,1134.106,"Ontario","Ontario","Homme","Non applicable","Non applicable"
53985,25364,2536405,9,1,2,11,6,6,1,2,"25364A01",4,2,72725,79000,"25364A",4,72725,4,130.9768,"Ile du prince Edouard","Atlantique","Homme","Conjoint de fait","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
53995,25367,2536703,1,2,96,24,6,6,6,6,"25367A01",4,2,82285,70900,"25367A",4,82285,4,641.3574,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Non applicable","Non applicable"
54018,25375,2537503,4,1,6,47,6,6,2,1,"25375A01",4,2,91995,102700,"25375A",4,91995,4,212.023,"Saskatchewan","Ouest","Homme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
54033,25381,2538104,3,1,96,24,6,6,6,6,"25381A01",4,2,46385,34000,"25381A",4,46385,4,576.6369,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Non applicable","Non applicable"
54046,25389,2538902,12,1,6,59,6,6,2,1,"25389A02",1,4,9050,2300,"25389A",2,42420,2,290.8111,"Colombie Britanique","Colombie Britanique","Homme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
54050,25391,2539101,12,2,2,46,2,6,1,3,"25391A01",3,2,139425,213300,"25391A",3,139425,3,209.7009,"Manitoba","Ouest","Femme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
54101,25409,2540903,1,1,96,46,6,6,6,6,"25409A01",4,4,18975,4900,"25409A",4,18975,4,112.1007,"Manitoba","Ouest","Homme","Non applicable","Non applicable"
54116,25415,2541501,13,2,1,59,1,4,1,4,"25415A01",5,2,140755,134500,"25415A",5,140755,5,1039.394,"Colombie Britanique","Colombie Britanique","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
54205,25447,2544702,13,2,2,24,6,6,1,3,"25447A01",2,3,77665,84975,"25447A",2,77665,2,313.4776,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
54229,25455,2545502,14,2,1,10,6,6,1,2,"25455A01",2,2,102830,78000,"25455A",2,102830,2,165.0839,"Terre-Neuve-et-Labrador","Atlantique","Femme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
54236,25458,2545804,4,2,6,12,6,6,2,1,"25458A01",4,2,111465,129300,"25458A",4,111465,4,488.7307,"Nouvelle-<U+00C9>cosse","Atlantique","Femme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
54254,25466,2546603,10,2,4,59,1,2,1,4,"25466A01",3,2,97055,63000,"25466A",3,97055,3,2027.03,"Colombie Britanique","Colombie Britanique","Femme","Divorc<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
54257,25467,2546703,1,1,96,35,6,6,6,6,"25467A01",4,2,87765,95000,"25467A",4,87765,4,1235.155,"Ontario","Ontario","Homme","Non applicable","Non applicable"
54287,25482,2548202,15,1,1,59,6,6,1,4,"25482A01",2,6,59260,0,"25482A",2,59260,2,905.6318,"Colombie Britanique","Colombie Britanique","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
54301,25490,2549003,2,1,96,46,6,6,6,6,"25490A01",4,2,92475,96500,"25490A",4,92475,4,98.9508,"Manitoba","Ouest","Homme","Non applicable","Non applicable"
54329,25503,2550301,13,1,2,24,6,6,1,2,"25503A01",2,2,48310,45500,"25503A",2,48310,2,218.6863,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Conjoint de fait","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
54387,25529,2552902,6,1,6,46,2,6,1,3,"25529A02",1,2,24180,27000,"25529A",3,81130,3,196.5785,"Manitoba","Ouest","Homme","Jamais mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
54491,25567,2556701,13,2,5,59,6,6,1,2,"25567A01",1,4,11475,0,"25567A",1,11475,1,193.6628,"Colombie Britanique","Colombie Britanique","Femme","Veuf","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
54502,25573,2557301,14,2,1,24,6,6,1,3,"25573A01",2,6,57900,0,"25573A",2,57900,2,1129.502,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
54531,25583,2558301,7,2,2,24,2,6,1,4,"25583A01",2,2,91085,105000,"25583A",2,91085,2,771.7031,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Conjoint de fait","Dipl<U+00F4>me ou certificat universitaire"
54567,25601,2560103,1,2,96,48,6,6,6,6,"25601A01",3,2,210950,262200,"25601A",3,210950,3,512.6527,"Alberta","Ouest","Femme","Non applicable","Non applicable"
54588,25608,2560802,2,2,96,35,6,6,6,6,"25608A01",4,2,155960,160000,"25608A",4,155960,4,424.9113,"Ontario","Ontario","Femme","Non applicable","Non applicable"
54636,25628,2562805,16,2,1,59,1,1,2,1,"25628A03",1,3,9550,7000,"25628A",5,75205,5,946.2154,"Colombie Britanique","Colombie Britanique","Femme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
54647,25633,2563303,1,1,96,46,6,6,6,6,"25633A01",4,4,29275,0,"25633A",7,75295,7,142.7194,"Manitoba","Ouest","Homme","Non applicable","Non applicable"
54672,25645,2564501,13,2,1,48,2,6,1,4,"25645A01",4,2,401950,386400,"25645A",4,401950,4,500.0877,"Alberta","Ouest","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
54701,25660,2566001,15,2,4,24,6,6,2,1,"25660A01",1,4,26535,13000,"25660A",1,26535,1,186.958,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Divorc<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
54711,25665,2566502,13,2,1,12,6,6,1,4,"25665A01",2,6,128320,72500,"25665A",2,128320,2,254.4087,"Nouvelle-<U+00C9>cosse","Atlantique","Femme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
54723,25669,2566904,3,2,96,35,6,6,6,6,"25669A01",4,2,178710,230500,"25669A",4,178710,4,1490.087,"Ontario","Ontario","Femme","Non applicable","Non applicable"
54725,25670,2567002,16,1,1,59,6,6,1,3,"25670A01",2,4,47930,1750,"25670A",2,47930,2,535.2575,"Colombie Britanique","Colombie Britanique","Homme","Mari<U+00E9>","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
54732,25673,2567301,16,1,1,10,6,6,2,1,"25673A01",2,4,30875,0,"25673A",2,30875,2,175.8976,"Terre-Neuve-et-Labrador","Atlantique","Homme","Mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
54756,25684,2568401,12,1,2,24,2,6,1,3,"25684A01",2,2,72510,89000,"25684A",2,72510,2,1844.991,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Conjoint de fait","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
54770,25690,2569001,14,2,5,47,6,6,1,3,"25690A01",1,2,5525,3900,"25690A",2,19750,2,290.7438,"Saskatchewan","Ouest","Femme","Veuf","Certificat ou dipl<U+00F4>me postsecondaire non universitaire"
54813,25703,2570304,4,1,6,35,2,6,2,1,"25703A01",5,2,116430,137500,"25703A",5,116430,5,1145.429,"Ontario","Ontario","Homme","Jamais mari<U+00E9>","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
54840,25715,2571501,9,2,2,35,6,6,2,1,"25715A01",3,2,70570,49500,"25715A",3,70570,3,116.9466,"Ontario","Ontario","Femme","Conjoint de fait","Moins que le dipl<U+00F4>me d'<U+00E9>tudes secondaires"
54852,25718,2571803,1,1,96,24,6,6,6,6,"25718A01",4,4,41075,9000,"25718A",4,41075,4,1808.177,"Qu<U+00E9>bec","Qu<U+00E9>bec","Homme","Non applicable","Non applicable"
54872,25724,2572403,6,2,6,11,6,6,1,4,"25724A01",3,2,131015,146500,"25724A",3,131015,3,80.409,"Ile du prince Edouard","Atlantique","Femme","Jamais mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
54909,25738,2573801,12,1,1,35,6,6,1,4,"25738A01",4,2,137785,167500,"25738A",4,137785,4,113.6327,"Ontario","Ontario","Homme","Mari<U+00E9>","Dipl<U+00F4>me ou certificat universitaire"
54971,25764,2576401,13,1,6,35,6,6,1,2,"25764A01",1,2,42835,51000,"25764A",1,42835,1,242.8878,"Ontario","Ontario","Homme","Jamais mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
54991,25771,2577103,2,2,96,24,6,6,6,6,"25771A01",5,2,106215,90500,"25771A",5,106215,5,385.2984,"Qu<U+00E9>bec","Qu<U+00E9>bec","Femme","Non applicable","Non applicable"
55006,25779,2577901,14,1,1,10,6,6,1,2,"25779A01",2,7,118200,1600,"25779A",2,118200,2,177.0759,"Terre-Neuve-et-Labrador","Atlantique","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
55017,25784,2578404,3,1,96,35,6,6,6,6,"25784A01",7,2,141245,140000,"25784A",7,141245,7,761.0951,"Ontario","Ontario","Homme","Non applicable","Non applicable"
55021,25785,2578501,12,1,1,35,6,6,1,2,"25785A01",2,2,33510,31150,"25785A",2,33510,2,622.4601,"Ontario","Ontario","Homme","Mari<U+00E9>","Dipl<U+00F4>me d'<U+00E9>tudes secondaires ou <U+00E9>tudes postsecondaires partielles"
