year,quarter,location,type,persons
1992,2,British Columbia,out-migration,-10362
1992,3,British Columbia,out-migration,-14068
1992,4,British Columbia,out-migration,-7759
1993,1,British Columbia,out-migration,-6639
1993,2,British Columbia,out-migration,-10198
1993,3,British Columbia,out-migration,-13647
1993,4,British Columbia,out-migration,-7148
1994,1,British Columbia,out-migration,-7399
1994,2,British Columbia,out-migration,-10484
1994,3,British Columbia,out-migration,-13216
1994,4,British Columbia,out-migration,-8963
1995,1,British Columbia,out-migration,-8654
1995,2,British Columbia,out-migration,-10659
1995,3,British Columbia,out-migration,-14530
1995,4,British Columbia,out-migration,-9848
1996,1,British Columbia,out-migration,-8785
1996,2,British Columbia,out-migration,-11771
1996,3,British Columbia,out-migration,-14894
1996,4,British Columbia,out-migration,-9480
1997,1,British Columbia,out-migration,-11031
1997,2,British Columbia,out-migration,-14147
1997,3,British Columbia,out-migration,-17771
1997,4,British Columbia,out-migration,-9100
1998,1,British Columbia,out-migration,-15162
1998,2,British Columbia,out-migration,-19520
1998,3,British Columbia,out-migration,-17961
1998,4,British Columbia,out-migration,-11366
1999,1,British Columbia,out-migration,-11951
1999,2,British Columbia,out-migration,-16506
1999,3,British Columbia,out-migration,-17681
1999,4,British Columbia,out-migration,-9844
2000,1,British Columbia,out-migration,-13871
2000,2,British Columbia,out-migration,-16679
2000,3,British Columbia,out-migration,-17096
2000,4,British Columbia,out-migration,-11146
2001,1,British Columbia,out-migration,-10134
2001,2,British Columbia,out-migration,-13248
2001,3,British Columbia,out-migration,-17902
2001,4,British Columbia,out-migration,-10152
2002,1,British Columbia,out-migration,-11516
2002,2,British Columbia,out-migration,-16145
2002,3,British Columbia,out-migration,-15936
2002,4,British Columbia,out-migration,-8627
2003,1,British Columbia,out-migration,-10145
2003,2,British Columbia,out-migration,-14407
2003,3,British Columbia,out-migration,-13093
2003,4,British Columbia,out-migration,-7612
2004,1,British Columbia,out-migration,-9674
2004,2,British Columbia,out-migration,-12162
2004,3,British Columbia,out-migration,-12731
2004,4,British Columbia,out-migration,-8705
2005,1,British Columbia,out-migration,-10184
2005,2,British Columbia,out-migration,-14446
2005,3,British Columbia,out-migration,-13459
2005,4,British Columbia,out-migration,-8689
2006,1,British Columbia,out-migration,-10411
2006,2,British Columbia,out-migration,-11737
2006,3,British Columbia,out-migration,-15244
2006,4,British Columbia,out-migration,-8639
2007,1,British Columbia,out-migration,-8467
2007,2,British Columbia,out-migration,-10827
2007,3,British Columbia,out-migration,-13449
2007,4,British Columbia,out-migration,-7513
2008,1,British Columbia,out-migration,-9224
2008,2,British Columbia,out-migration,-12567
2008,3,British Columbia,out-migration,-13739
2008,4,British Columbia,out-migration,-7284
2009,1,British Columbia,out-migration,-9672
2009,2,British Columbia,out-migration,-10371
2009,3,British Columbia,out-migration,-11543
2009,4,British Columbia,out-migration,-6851
2010,1,British Columbia,out-migration,-9861
2010,2,British Columbia,out-migration,-12486
2010,3,British Columbia,out-migration,-12957
2010,4,British Columbia,out-migration,-8534
2011,1,British Columbia,out-migration,-10119
2011,2,British Columbia,out-migration,-12823
2011,3,British Columbia,out-migration,-16041
2011,4,British Columbia,out-migration,-9323
2012,1,British Columbia,out-migration,-12542
2012,2,British Columbia,out-migration,-16475
2012,3,British Columbia,out-migration,-15034
2012,4,British Columbia,out-migration,-8562
2013,1,British Columbia,out-migration,-10358
2013,2,British Columbia,out-migration,-16422
2013,3,British Columbia,out-migration,-12323
2013,4,British Columbia,out-migration,-8555
2014,1,British Columbia,out-migration,-10629
2014,2,British Columbia,out-migration,-16179
2014,3,British Columbia,out-migration,-10964
2014,4,British Columbia,out-migration,-7401
2015,1,British Columbia,out-migration,-10524
2015,2,British Columbia,out-migration,-16439
2015,3,British Columbia,out-migration,-11834
2015,4,British Columbia,out-migration,-6751
2016,1,British Columbia,out-migration,-9734
2016,2,British Columbia,out-migration,-13517
2016,3,British Columbia,out-migration,-14048
2016,4,British Columbia,out-migration,-6838
2017,1,British Columbia,out-migration,-11028
2017,2,British Columbia,out-migration,-17042
1971,3,Yukon,out-migration,-619
1971,4,Yukon,out-migration,-539
1972,1,Yukon,out-migration,-480
1972,2,Yukon,out-migration,-422
1972,3,Yukon,out-migration,-630
1972,4,Yukon,out-migration,-709
1973,1,Yukon,out-migration,-587
1973,2,Yukon,out-migration,-445
1973,3,Yukon,out-migration,-818
1973,4,Yukon,out-migration,-705
1974,1,Yukon,out-migration,-686
1974,2,Yukon,out-migration,-601
1974,3,Yukon,out-migration,-763
1974,4,Yukon,out-migration,-633
1975,1,Yukon,out-migration,-683
1975,2,Yukon,out-migration,-479
1975,3,Yukon,out-migration,-707
1975,4,Yukon,out-migration,-639
1976,1,Yukon,out-migration,-552
1976,2,Yukon,out-migration,-581
1976,3,Yukon,out-migration,-1075
1976,4,Yukon,out-migration,-809
1977,1,Yukon,out-migration,-532
1977,2,Yukon,out-migration,-686
1977,3,Yukon,out-migration,-888
1977,4,Yukon,out-migration,-665
1978,1,Yukon,out-migration,-435
1978,2,Yukon,out-migration,-551
1978,3,Yukon,out-migration,-1089
1978,4,Yukon,out-migration,-807
1979,1,Yukon,out-migration,-525
1979,2,Yukon,out-migration,-668
1979,3,Yukon,out-migration,-953
1979,4,Yukon,out-migration,-721
1980,1,Yukon,out-migration,-471
1980,2,Yukon,out-migration,-611
1980,3,Yukon,out-migration,-811
1980,4,Yukon,out-migration,-620
1981,1,Yukon,out-migration,-399
1981,2,Yukon,out-migration,-506
1981,3,Yukon,out-migration,-844
1981,4,Yukon,out-migration,-492
1982,1,Yukon,out-migration,-318
1982,2,Yukon,out-migration,-677
1982,3,Yukon,out-migration,-982
1982,4,Yukon,out-migration,-794
1983,1,Yukon,out-migration,-535
1983,2,Yukon,out-migration,-665
1983,3,Yukon,out-migration,-740
1983,4,Yukon,out-migration,-616
1984,1,Yukon,out-migration,-416
1984,2,Yukon,out-migration,-349
1984,3,Yukon,out-migration,-539
1984,4,Yukon,out-migration,-465
1985,1,Yukon,out-migration,-381
1985,2,Yukon,out-migration,-354
1985,3,Yukon,out-migration,-659
1985,4,Yukon,out-migration,-587
1986,1,Yukon,out-migration,-435
1986,2,Yukon,out-migration,-478
1986,3,Yukon,out-migration,-662
1986,4,Yukon,out-migration,-454
1987,1,Yukon,out-migration,-327
1987,2,Yukon,out-migration,-375
1987,3,Yukon,out-migration,-841
1987,4,Yukon,out-migration,-635
1988,1,Yukon,out-migration,-302
1988,2,Yukon,out-migration,-364
1988,3,Yukon,out-migration,-793
1988,4,Yukon,out-migration,-635
1989,1,Yukon,out-migration,-477
1989,2,Yukon,out-migration,-604
1989,3,Yukon,out-migration,-690
1989,4,Yukon,out-migration,-552
1990,1,Yukon,out-migration,-431
1990,2,Yukon,out-migration,-579
1990,3,Yukon,out-migration,-882
1990,4,Yukon,out-migration,-373
1991,1,Yukon,out-migration,-303
1991,2,Yukon,out-migration,-344
1991,3,Yukon,out-migration,-758
1991,4,Yukon,out-migration,-511
1992,1,Yukon,out-migration,-263
1992,2,Yukon,out-migration,-338
1992,3,Yukon,out-migration,-919
1992,4,Yukon,out-migration,-600
1993,1,Yukon,out-migration,-316
1993,2,Yukon,out-migration,-503
1993,3,Yukon,out-migration,-960
1993,4,Yukon,out-migration,-613
1994,1,Yukon,out-migration,-428
1994,2,Yukon,out-migration,-651
1994,3,Yukon,out-migration,-666
1994,4,Yukon,out-migration,-289
1995,1,Yukon,out-migration,-306
1995,2,Yukon,out-migration,-537
1995,3,Yukon,out-migration,-373
1995,4,Yukon,out-migration,-436
1996,1,Yukon,out-migration,-356
1996,2,Yukon,out-migration,-474
1996,3,Yukon,out-migration,-506
1996,4,Yukon,out-migration,-355
1997,1,Yukon,out-migration,-529
1997,2,Yukon,out-migration,-569
1997,3,Yukon,out-migration,-731
1997,4,Yukon,out-migration,-359
1998,1,Yukon,out-migration,-642
1998,2,Yukon,out-migration,-794
1998,3,Yukon,out-migration,-819
1998,4,Yukon,out-migration,-377
1999,1,Yukon,out-migration,-413
1999,2,Yukon,out-migration,-444
1999,3,Yukon,out-migration,-671
1999,4,Yukon,out-migration,-356
2000,1,Yukon,out-migration,-470
2000,2,Yukon,out-migration,-461
2000,3,Yukon,out-migration,-531
2000,4,Yukon,out-migration,-370
2001,1,Yukon,out-migration,-340
2001,2,Yukon,out-migration,-484
2001,3,Yukon,out-migration,-522
2001,4,Yukon,out-migration,-220
2002,1,Yukon,out-migration,-430
2002,2,Yukon,out-migration,-397
2002,3,Yukon,out-migration,-500
2002,4,Yukon,out-migration,-227
2003,1,Yukon,out-migration,-249
2003,2,Yukon,out-migration,-274
2003,3,Yukon,out-migration,-314
2003,4,Yukon,out-migration,-188
2004,1,Yukon,out-migration,-349
2004,2,Yukon,out-migration,-481
2004,3,Yukon,out-migration,-340
2004,4,Yukon,out-migration,-216
2005,1,Yukon,out-migration,-234
2005,2,Yukon,out-migration,-583
2005,3,Yukon,out-migration,-329
2005,4,Yukon,out-migration,-320
2006,1,Yukon,out-migration,-333
2006,2,Yukon,out-migration,-358
2006,3,Yukon,out-migration,-423
2006,4,Yukon,out-migration,-249
2007,1,Yukon,out-migration,-353
2007,2,Yukon,out-migration,-232
2007,3,Yukon,out-migration,-407
2007,4,Yukon,out-migration,-261
2008,1,Yukon,out-migration,-285
2008,2,Yukon,out-migration,-288
2008,3,Yukon,out-migration,-380
2008,4,Yukon,out-migration,-172
2009,1,Yukon,out-migration,-346
2009,2,Yukon,out-migration,-322
2009,3,Yukon,out-migration,-264
2009,4,Yukon,out-migration,-238
2010,1,Yukon,out-migration,-245
2010,2,Yukon,out-migration,-346
2010,3,Yukon,out-migration,-279
2010,4,Yukon,out-migration,-260
2011,1,Yukon,out-migration,-263
2011,2,Yukon,out-migration,-312
2011,3,Yukon,out-migration,-295
2011,4,Yukon,out-migration,-262
2012,1,Yukon,out-migration,-476
2012,2,Yukon,out-migration,-289
2012,3,Yukon,out-migration,-291
2012,4,Yukon,out-migration,-293
2013,1,Yukon,out-migration,-368
2013,2,Yukon,out-migration,-517
2013,3,Yukon,out-migration,-403
2013,4,Yukon,out-migration,-270
2014,1,Yukon,out-migration,-326
2014,2,Yukon,out-migration,-448
2014,3,Yukon,out-migration,-296
2014,4,Yukon,out-migration,-287
2015,1,Yukon,out-migration,-225
2015,2,Yukon,out-migration,-528
2015,3,Yukon,out-migration,-433
2015,4,Yukon,out-migration,-189
2016,1,Yukon,out-migration,-350
2016,2,Yukon,out-migration,-394
2016,3,Yukon,out-migration,-435
2016,4,Yukon,out-migration,-264
2017,1,Yukon,out-migration,-467
2017,2,Yukon,out-migration,-562
1971,3,Northwest Territories including Nunavut,out-migration,-968
1971,4,Northwest Territories including Nunavut,out-migration,-842
1972,1,Northwest Territories including Nunavut,out-migration,-752
1972,2,Northwest Territories including Nunavut,out-migration,-659
1972,3,Northwest Territories including Nunavut,out-migration,-985
1972,4,Northwest Territories including Nunavut,out-migration,-1110
1973,1,Northwest Territories including Nunavut,out-migration,-917
1973,2,Northwest Territories including Nunavut,out-migration,-695
1973,3,Northwest Territories including Nunavut,out-migration,-1280
1973,4,Northwest Territories including Nunavut,out-migration,-1103
1974,1,Northwest Territories including Nunavut,out-migration,-1073
1974,2,Northwest Territories including Nunavut,out-migration,-939
1974,3,Northwest Territories including Nunavut,out-migration,-1194
1974,4,Northwest Territories including Nunavut,out-migration,-991
1975,1,Northwest Territories including Nunavut,out-migration,-1067
1975,2,Northwest Territories including Nunavut,out-migration,-748
1975,3,Northwest Territories including Nunavut,out-migration,-1107
1975,4,Northwest Territories including Nunavut,out-migration,-1000
1976,1,Northwest Territories including Nunavut,out-migration,-863
1976,2,Northwest Territories including Nunavut,out-migration,-909
1976,3,Northwest Territories including Nunavut,out-migration,-2054
1976,4,Northwest Territories including Nunavut,out-migration,-1163
1977,1,Northwest Territories including Nunavut,out-migration,-1057
1977,2,Northwest Territories including Nunavut,out-migration,-1284
1977,3,Northwest Territories including Nunavut,out-migration,-1843
1977,4,Northwest Territories including Nunavut,out-migration,-1056
1978,1,Northwest Territories including Nunavut,out-migration,-931
1978,2,Northwest Territories including Nunavut,out-migration,-1133
1978,3,Northwest Territories including Nunavut,out-migration,-1848
1978,4,Northwest Territories including Nunavut,out-migration,-1050
1979,1,Northwest Territories including Nunavut,out-migration,-926
1979,2,Northwest Territories including Nunavut,out-migration,-1120
1979,3,Northwest Territories including Nunavut,out-migration,-1644
1979,4,Northwest Territories including Nunavut,out-migration,-923
1980,1,Northwest Territories including Nunavut,out-migration,-816
1980,2,Northwest Territories including Nunavut,out-migration,-994
1980,3,Northwest Territories including Nunavut,out-migration,-1508
1980,4,Northwest Territories including Nunavut,out-migration,-856
1981,1,Northwest Territories including Nunavut,out-migration,-764
1981,2,Northwest Territories including Nunavut,out-migration,-923
1981,3,Northwest Territories including Nunavut,out-migration,-1533
1981,4,Northwest Territories including Nunavut,out-migration,-941
1982,1,Northwest Territories including Nunavut,out-migration,-573
1982,2,Northwest Territories including Nunavut,out-migration,-778
1982,3,Northwest Territories including Nunavut,out-migration,-1259
1982,4,Northwest Territories including Nunavut,out-migration,-659
1983,1,Northwest Territories including Nunavut,out-migration,-738
1983,2,Northwest Territories including Nunavut,out-migration,-875
1983,3,Northwest Territories including Nunavut,out-migration,-1206
1983,4,Northwest Territories including Nunavut,out-migration,-643
1984,1,Northwest Territories including Nunavut,out-migration,-716
1984,2,Northwest Territories including Nunavut,out-migration,-833
1984,3,Northwest Territories including Nunavut,out-migration,-1230
1984,4,Northwest Territories including Nunavut,out-migration,-766
1985,1,Northwest Territories including Nunavut,out-migration,-661
1985,2,Northwest Territories including Nunavut,out-migration,-736
1985,3,Northwest Territories including Nunavut,out-migration,-1489
1985,4,Northwest Territories including Nunavut,out-migration,-934
1986,1,Northwest Territories including Nunavut,out-migration,-809
1986,2,Northwest Territories including Nunavut,out-migration,-1093
1986,3,Northwest Territories including Nunavut,out-migration,-1911
1986,4,Northwest Territories including Nunavut,out-migration,-1094
1987,1,Northwest Territories including Nunavut,out-migration,-888
1987,2,Northwest Territories including Nunavut,out-migration,-895
1987,3,Northwest Territories including Nunavut,out-migration,-1741
1987,4,Northwest Territories including Nunavut,out-migration,-1094
1988,1,Northwest Territories including Nunavut,out-migration,-765
1988,2,Northwest Territories including Nunavut,out-migration,-1131
1988,3,Northwest Territories including Nunavut,out-migration,-1310
1988,4,Northwest Territories including Nunavut,out-migration,-1129
1989,1,Northwest Territories including Nunavut,out-migration,-730
1989,2,Northwest Territories including Nunavut,out-migration,-1047
1989,3,Northwest Territories including Nunavut,out-migration,-1273
1989,4,Northwest Territories including Nunavut,out-migration,-1126
1990,1,Northwest Territories including Nunavut,out-migration,-717
1990,2,Northwest Territories including Nunavut,out-migration,-922
1990,3,Northwest Territories including Nunavut,out-migration,-1315
1990,4,Northwest Territories including Nunavut,out-migration,-817
1991,1,Northwest Territories including Nunavut,out-migration,-656
1991,2,Northwest Territories including Nunavut,out-migration,-778
1991,3,Northwest Territories,out-migration,-1158
1991,4,Northwest Territories,out-migration,-588
1992,1,Northwest Territories,out-migration,-467
1992,2,Northwest Territories,out-migration,-718
1992,3,Northwest Territories,out-migration,-1267
1992,4,Northwest Territories,out-migration,-647
1993,1,Northwest Territories,out-migration,-522
1993,2,Northwest Territories,out-migration,-693
1993,3,Northwest Territories,out-migration,-850
1993,4,Northwest Territories,out-migration,-580
1994,1,Northwest Territories,out-migration,-547
1994,2,Northwest Territories,out-migration,-787
1994,3,Northwest Territories,out-migration,-816
1994,4,Northwest Territories,out-migration,-566
1995,1,Northwest Territories,out-migration,-484
1995,2,Northwest Territories,out-migration,-844
1995,3,Northwest Territories,out-migration,-981
1995,4,Northwest Territories,out-migration,-636
1996,1,Northwest Territories,out-migration,-755
1996,2,Northwest Territories,out-migration,-748
1996,3,Northwest Territories,out-migration,-923
1996,4,Northwest Territories,out-migration,-607
1997,1,Northwest Territories,out-migration,-688
1997,2,Northwest Territories,out-migration,-935
1997,3,Northwest Territories,out-migration,-1061
1997,4,Northwest Territories,out-migration,-578
1998,1,Northwest Territories,out-migration,-939
1998,2,Northwest Territories,out-migration,-1136
1998,3,Northwest Territories,out-migration,-851
1998,4,Northwest Territories,out-migration,-450
1999,1,Northwest Territories,out-migration,-646
1999,2,Northwest Territories,out-migration,-911
1999,3,Northwest Territories,out-migration,-797
1999,4,Northwest Territories,out-migration,-430
2000,1,Northwest Territories,out-migration,-841
2000,2,Northwest Territories,out-migration,-747
2000,3,Northwest Territories,out-migration,-770
2000,4,Northwest Territories,out-migration,-480
2001,1,Northwest Territories,out-migration,-546
2001,2,Northwest Territories,out-migration,-541
2001,3,Northwest Territories,out-migration,-775
2001,4,Northwest Territories,out-migration,-499
2002,1,Northwest Territories,out-migration,-723
2002,2,Northwest Territories,out-migration,-588
2002,3,Northwest Territories,out-migration,-783
2002,4,Northwest Territories,out-migration,-483
2003,1,Northwest Territories,out-migration,-544
2003,2,Northwest Territories,out-migration,-610
2003,3,Northwest Territories,out-migration,-704
2003,4,Northwest Territories,out-migration,-323
2004,1,Northwest Territories,out-migration,-790
2004,2,Northwest Territories,out-migration,-751
2004,3,Northwest Territories,out-migration,-736
2004,4,Northwest Territories,out-migration,-489
